BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Sitek2021","Sitek, Arkadiusz; Ahn, Sangtae; Asma, Evren; Chandler, Adam; Ihsani, Alvin; Prevrhal, Sven; Rahmim, Arman; Saboury, Babak; Thielemans, Kris","Artificial Intelligence in PET: An Industry Perspective","PET Clinics",16,4,"","483-492",2021,"","Artificial Intelligence and PET Imaging, Part I","https://www.sciencedirect.com/science/article/pii/S1556859821000456","","","","","","","","","","","","","","","Industry, AI, List-mode, Ecosystem, Workflow, PET","",""
7,"","Yabe2022","Yabe, Takahiro; Jones, Nicholas K. W.; Rao, P. Suresh C.; Gonzalez, Marta C.; Ukkusuri, Satish V.","Mobile phone location data for disasters: A review from natural hazards and epidemics","Computers, Environment and Urban Systems",94,,"","101777",2022,"","","https://www.sciencedirect.com/science/article/pii/S0198971522000217","","","","","","","","","","","","","Rapid urbanization and climate change trends, intertwined with complex interactions of various social, economic, and political factors, have resulted in an increase in the frequency and intensity of disaster events. While regions around the world face urgent demands to prepare for, respond to, and to recover from such disasters, large-scale location data collected from mobile phone devices have opened up novel approaches to tackle these challenges. Mobile phone location data have enabled us to observe, estimate, and model human mobility dynamics at an unprecedented spatio-temporal granularity and scale. The COVID-19 pandemic, in particular, has spurred the use of mobile phone location data for pandemic and disaster management. However, there is a lack of a comprehensive review that synthesizes the last decade of work and case studies leveraging mobile phone location data for response to and recovery from natural hazards and epidemics. We address this gap by summarizing the existing work, and point to promising areas and future challenges for using mobile phone location data to support disaster response and recovery.","","Mobile phone location data, Disaster risk management, Natural Hazards, Epidemics, Data for development","",""
7,"","Truong2021","Truong, Nguyen; Sun, Kai; Wang, Siyao; Guitton, Florian; Guo, YiKe","Privacy preservation in federated learning: An insightful survey from the GDPR perspective","Computers & Security",110,,"","102402",2021,"","","https://www.sciencedirect.com/science/article/pii/S0167404821002261","","","","","","","","","","","","","In recent years, along with the blooming of Machine Learning (ML)-based applications and services, ensuring data privacy and security have become a critical obligation. ML-based service providers not only confront with difficulties in collecting and managing data across heterogeneous sources but also challenges of complying with rigorous data protection regulations such as EU/UK General Data Protection Regulation (GDPR). Furthermore, conventional centralised ML approaches have always come with long-standing privacy risks to personal data leakage, misuse, and abuse. Federated learning (FL) has emerged as a prospective solution that facilitates distributed collaborative learning without disclosing original training data. Unfortunately, retaining data and computation on-device as in FL are not sufficient for privacy-guarantee because model parameters exchanged among participants conceal sensitive information that can be exploited in privacy attacks. Consequently, FL-based systems are not naturally compliant with the GDPR. This article is dedicated to surveying of state-of-the-art privacy-preservation techniques in FL in relations with GDPR requirements. Furthermore, insights into the existing challenges are examined along with the prospective approaches following the GDPR regulatory guidelines that FL-based systems shall implement to fully comply with the GDPR.","","Federated learning, Data protection regulation, GDPR, Personal data, Privacy, Privacy preservation","",""
7,"","Laehteenmaeki2021","Lähteenmäki, Jarno","The evolution paths of neutral host businesses: Antecedents, strategies, and business models","Telecommunications Policy",45,10,"","102201",2021,"","","https://www.sciencedirect.com/science/article/pii/S0308596121001051","","","","","","","","","","","","","A neutral host company provides wholesale infrastructure sharing services through digital platforms to the downstream-markets enabling customers to take advantage of economies of scale and to access knowledge assets. Through a qualitative study of more than 50 businesses, the analysis of neutral host business antecedents, emergent company strategies, and ecosystem business models reveal that the markets of data and communications are highly fragmented, different, and diversified, but the categorization of business traits suggests the attribution of typical underlying business and investment decisions. The policy implication is that to enable asset sharing, the markets should not be constrained through a local-monopoly prohibiting regulation, but additional innovation fostering practices shall be implemented to provide further social benefits and business consolidation opportunities before dominant designs emerge. On the global level, increased collaboration among policy makers is needed to ensure the parallel evolution of local digital platform regulatory frameworks.","","Neutral host, Strategy, Antecedents, Regulation, Business model, Ownership, Path dependence","",""
7,"","Malik2021","Malik, Arunima; Lafortune, Guillaume; Carter, Sarah; Li, Mengyu; Lenzen, Manfred; Kroll, Christian","International spillover effects in the EU's textile supply chains: A global SDG assessment","Journal of Environmental Management",295,,"","113037",2021,"","","https://www.sciencedirect.com/science/article/pii/S0301479721010999","","","","","","","","","","","","","Successful implementation of the Sustainable Development Goals (SDGs) requires world countries to account for actions that inadvertently generate negative impacts on other countries. These actions/effects are called ‘spillovers’, and can hinder a country's SDG progress. In this work, we analyse negative social spillover effects, focussing specifically on the occupational health and safety aspects of workers in textile supply chains. We select two indicators: fatal accidents and non-fatal accidents that take place in global supply chains for satisfying consumption of textile products (such as clothing, leather products) by European Union (EU) countries. Specifically, we scan global supply chains originating in countries outside of EU for meeting the demands of its citizens. To this end, we employ a well-established technique of multi-regional input-output analysis, featuring information on 15,000 sectors for 189 countries, to scan international supply chain routes that are linked to consumption of textile products by EU countries. Our findings suggest that Italy, Germany, France, Spain, Poland, Belgium and Portugal are collectively responsible for about 80% of both fatal- and non-fatal accidents that are attributed to the EU's consumption-based footprint. These findings not only call for a need for coherent SDG policies that consider spillover effects, but also the need for these effects to be included in EU's strategic instruments and policy-related tools.","","Sustainability, Spillover, Sustainable development goals, Policy instruments, International trade","",""
7,"","Fraisl2022","Fraisl, D.; See, L.; Sturn, T.; MacFeely, S.; Bowser, A.; Campbell, J.; Moorthy, I.; Danylo, O.; McCallum, I.; Fritz, S.","Demonstrating the potential of Picture Pile as a citizen science tool for SDG monitoring","Environmental Science & Policy",128,,"","81-93",2022,"","","https://www.sciencedirect.com/science/article/pii/S1462901121003208","","","","","","","","","","","","","The SDGs are a universal agenda to address the world’s most pressing societal, environmental and economic challenges. The supply of timely, relevant and reliable data is essential in guiding policies and decisions for successful implementation of the SDGs. Yet official statistics cannot provide all of the data needed to populate the SDG indicator framework. Citizen science offers a novel solution and an untapped opportunity to complement traditional sources of data, such as household surveys, for monitoring progress towards the SDGs, while at the same time mobilizing action and raising awareness for their achievement. This paper presents the potential offered by one specific citizen science tool, Picture Pile, to complement and enhance official statistics to monitor several SDGs and targets. Designed to be a generic and flexible tool, Picture Pile is a web-based and mobile application for ingesting imagery from satellites, orthophotos, unmanned aerial vehicles or geotagged photographs that can then be rapidly classified by volunteers. The results show that Picture Pile could contribute to the monitoring of fifteen SDG indicators under goals 1, 2, 11, 13, 14 and 15 based on the Picture Pile campaigns undertaken to date. Picture Pile could also be modified to support other SDGs and indicators in the areas of ecosystem health, eutrophication and built-up areas, among others. In order to leverage this particular tool for SDG monitoring, its potential must be showcased through the development of use cases in collaboration with governments, NSOs and relevant custodian agencies. Additionally, mutual trust needs to be built among key stakeholders to agree on common goals that would facilitate the use of Picture Pile or other citizen science tools and data for SDG monitoring and impact.","","Citizen science, Crowdsourcing, SDGs, Citizen science tools, SDG monitoring, Earth Observation, Sustainable Development Goals","",""
7,"","Zhao2022","Zhao, Yuhao; Wang, Na; Luo, Yuhang; He, Haishan; Wu, Lei; Wang, Hongliang; Wang, Qingtao; Wu, Jiansheng","Quantification of ecosystem services supply-demand and the impact of demographic change on cultural services in Shenzhen, China","Journal of Environmental Management",304,,"","114280",2022,"","","https://www.sciencedirect.com/science/article/pii/S0301479721023422","","","","","","","","","","","","","Previous studies on the supply and demand of ecosystem services (ES) mainly focused on inter-annual changes, and no studies have explored the impact of demographic change on the ES supply and demand on fine-grained time scales. Thus, taking Shenzhen as an example, the status of ES supply and demand, as well as diurnal population changes and their impacts on cultural services were analyzed at different time periods using mobile phone signaling data, ecological supply-demand ratio (ESDR), Geo-Informatic Tupu, InVEST model and buffer zone. The results showed that the population declines successively on workdays, weekends and holidays, and that the daytime population is greater than the nighttime. Water yield services can basically meet the demand in terms of quantity and spatial distribution, however, carbon sequestration and cultural services showed the opposite results. The main type of ESDR changes in cultural services are the mutual conversion of deficit and balance, and these are concentrated in areas with high forest coverage and small populations, but frequent population changes. In addition, when the fixed population is too large, the use of time-varying population data will conceal the impact of demographic changes on ES supply and demand, and other data are needed for auxiliary analysis. Overall, this study provides a new research perspective for the ES supply and demand and can provide a theoretical basis for refined sustainable urban management.","","Ecosystem services, Time-varying population, Mobile phone signaling data, Ecological supply-demand ratio, Diurnal variation","",""
7,"","Syddall2021","Syddall, Victoria; Thrush, Simon; Fisher, Karen","Transdisciplinary analysis of Pacific tuna fisheries: A research framework for understanding and governing oceans as social-ecological systems","Marine Policy",134,,"","104783",2021,"","","https://www.sciencedirect.com/science/article/pii/S0308597X21003948","","","","","","","","","","","","","Western and Central Pacific (WCP) tuna fisheries are faced with complex and interlinked social and ecological challenges including high seas management issues, setting sustainable limits, human rights violations, and illegal, unreported, and unregulated (IUU) activities. However, strong but narrow disciplinary science persist to dominate governance. Effective governance across complex multi-scale systems in the WCP tuna fishery requires a more integrated understanding of social-ecological systems (SES). Transdisciplinary problem solving informed by participatory, social-ecological resilience research, and political ecology has the potential to reveal complicated interactions and connections across ocean SES networks. Social-Ecological-Oceans Systems Framework (SECO) was developed to capture the breadth and depth of the system and address interactions and connections between separate system components. SECO develops a practical integrated approach using accessible methods for addressing a large complex ocean system such as the WCP tuna fisheries. The framework offers a rapid transdisciplinary assessment and opens space for their deeper transdisciplinary analyses. This exploratory framework, as the WCP tuna case example shows, starts to reveal issues at scales that are not likely to be addressed by the strong single disciplinary approaches to governance now prevailing. The transdisciplinary research approach was developed to be responsive to diverse participants’ knowledge, including local communities, scientists (social and biophysical), industry experts, economists, and fisheries managers. SECO was applied to place-specific studies, Suva, Fiji and Honiara and Gizo, Solomon Islands in the WCP tuna fishery. This validated SECO to ensure robustness and reliability.","","Social-ecological systems, Western and Central Pacific Ocean, Tuna, Transdisciplinary research","",""
7,"","vanDonge2022","van Donge, W.; Bharosa, N.; Janssen, M. F. W. H. A.","Data-driven government: Cross-case comparison of data stewardship in data ecosystems","Government Information Quarterly",39,2,"","101642",2022,"","","https://www.sciencedirect.com/science/article/pii/S0740624X21000782","","","","","","","","","","","","","Government agencies are becoming more data-driven and need high-quality data to fulfill their roles in society. In the past, each agency organized its own data exchange system according to its own needs. Today, data is distributed over many organizations, and government agencies need to adopt an ecosystem approach for data exchange. Fundamental in the ecosystem approach is the dependence on other parties for the execution of stewardship strategies. Data-driven government agencies increasingly depend on other organizations for high-quality data and data stewardship across organizations is becoming more critical. While there is ample research on data stewardship within organizations, little is known about data stewardship in ecosystems. More specifically, it is unclear which data stewardship strategies government agencies can employ in ecosystems. The main goal of this explorative paper is to identify and compare data stewardship strategies used in empirical government-business ecosystems. Following an explorative case study approach, this paper reveals three different configurations of inter-organizational data stewardship: 1) the government-led ecosystem, 2) the government-business-led ecosystem, and 3) the regulation-led ecosystem. The case studies expose a wide array of data stewardship strategies across ecosystems. While the ecosystem approach provides advantages such as cost-sharing and innovation by private parties, government agencies become increasingly dependent on private parties to gain high-quality data and provide distributed infrastructure components. Maximizing the benefits and minimizing the risks of the ecosystem approach requires government agencies to be cautious when selecting a specific ecosystem configuration.","","Data stewardship, Data exchange, System quality, Information quality, Governance, Government-business data ecosystems, Digital transformation, Interdependence","",""
7,"","Lasak2021","Łasak, Piotr; Gancarczyk, Marta","Transforming the scope of the bank through fintechs: toward a modularized network governance","Journal of Organizational Change Management",35,1,"","186-208",2021,"","","https://www.sciencedirect.com/science/article/pii/S095348142100066X","","","","","","","","","","","","","Purpose The aim of this paper is to develop a theoretical framework of the transformation of the bank's scope driven by fintechs. Design/methodology/approach The conceptual foundations for a comprehensive transformation of the bank governance through financial technologies (fintechs) are underexplored. In order to develop such foundations, the authors adopt transaction cost economics (TCE), the concepts of external enablers and a modular organizational design, as well as a systematic literature review. Findings The results point to three scenarios of the banks' scope, depending on the adopted technological mechanisms and related effects that change the characteristics of organizational activities, justifying new bank boundaries. The most advanced application of fintechs results in a modularized network scenario leading to the emergence of financial ecosystems. Research limitations/implications The proposed micro-perspective of decisional rules in an individual organization is unique in the current literature that predominantly focuses on the banking sector at large. The identified scenarios are valuable for solid theoretical and empirical grounding and can be further exploited in decision simulations and empirical studies. Practical implications The proposed theoretical framework points to the rationales and consequences of adopted technologies for the boundaries of a bank organization. Originality/value This paper provides three contributions to the literature on technology-driven transformations of organizations with a focus on banks. First, the authors elaborate a theoretical framework for establishing the bank's boundaries in response to the expansion of financial technologies. Second, the authors add to the knowledge accumulation in the area of organizational transformations based on the ICT adoption, in particular, to the literature on the modular organizational design. Third, the authors contribute to the decision-maker practice by proposing the alternative options of banks' scope transformed through fintechs.","","Transaction cost economics, Organizational boundaries, Bank governance, Financial technologies","",""
7,"","Takeuchi2022","Takeuchi, Hironori; Ito, Yu; Yamamoto, Shuichiro","Method for Constructing Machine Learning Project Canvas Based on Enterprise Architecture Modeling","Procedia Computer Science",207,,"","425-434",2022,"","Knowledge-Based and Intelligent Information & Engineering Systems: Proceedings of the 26th International Conference KES2022","https://www.sciencedirect.com/science/article/pii/S1877050922009504","","","","","","","","","","","","","In this study, we consider projects in which systems are developed using machine learning (ML) techniques. An ML project canvas has been proposed to represent the project so that stakeholders can have a common understanding of the project. In many cases, this canvas must be constructed by business division practitioners without sufficient support from data scientists and the quality of the canvas model is dependent on the skills or experience of the practitioner. Therefore, we propose a method for constructing a project-specific project canvas model using the business–AI alignment model, and confirm the effectiveness of the method through the analysis of ML project practices.","","Machine learning, canvas model, business–IT alignment","",""
7,"","Sun2021","Sun, Huaiwei; Bai, Yiwen; Lu, Mengge; Wang, Jingfeng; Tuo, Ye; Yan, Dong; Zhang, Wenxin","Drivers of the water use efficiency changes in China during 1982–2015","Science of The Total Environment",799,,"","149145",2021,"","","https://www.sciencedirect.com/science/article/pii/S0048969721042182","","","","","","","","","","","","","This study investigates the drivers of water use efficiency (WUE), a key metric of water resources management, and its changes over eight regions across China from 1982 to 2015 based on gross primary production (GPP) and actual evapotranspiration (AET) datasets. The order of seasonal change of WUE from large to small is autumn, summer, spring and winter. The drivers include seven variables, air temperature, specific humidity, precipitation, short-wave radiation, Normalized Difference Vegetation Index (NDVI), soil moisture and CO2. Our analysis suggests that the sensitivity of annual average NDVI to WUE changes was high nationwide, but there were some differences in seasonal scales. The annual average contribution of air temperature and CO2 affecting WUE change was relatively high in China's largest area (SW, SE, E, NP). Other influencing factors were only relatively high in the local area. Seasonally, NDVI is the driving factor with the highest contribution rate in summer and autumn for NC and NW region. The seasonal contribution rates of driving factors in other regions are significantly different. For the study period (1982–2015), the shrubland ecosystem had the highest annual WUE followed by forest and cropland. The WUE of the farmland ecosystem was higher than that of the grassland ecosystem in most areas.","","Ecosystem water use efficiency, Water availability, China, Driven factors","",""
7,"","Francia2021","Francia, Matteo; Gallinucci, Enrico; Golfarelli, Matteo; Leoni, Anna Giulia; Rizzi, Stefano; Santolini, Nicola","Making data platforms smarter with MOSES","Future Generation Computer Systems",125,,"","299-313",2021,"","","https://www.sciencedirect.com/science/article/pii/S0167739X21002260","","","","","","","","","","","","","The rise of data platforms has enabled the collection and processing of huge volumes of data, but has opened to the risk of losing their control. Collecting proper metadata about raw data and transformations can significantly reduce this risk. In this paper we propose MOSES, a technology-agnostic, extensible, and customizable framework for metadata handling in big data platforms. The framework hinges on a metadata repository that stores information about the objects in the big data platform and the processes that transform them. MOSES provides a wide range of functionalities to different types of users of the platform. Differently from previous high-level proposals, MOSES is fully implemented and it was not conceived for a specific technology. Besides discussing the rationale and the features of MOSES, in this paper we describe its implementation and we test it on a real case study. The ultimate goal is to take a significant step forward towards proving that metadata handling in big data platforms is feasible and beneficial.","","Data lake, Metadata, Big data, Data platform","",""
7,"","Stroud2022","Stroud, Sebastian; Peacock, Julie; Hassall, Christopher","Vegetation-based ecosystem service delivery in urban landscapes: A systematic review","Basic and Applied Ecology",61,,"","82-101",2022,"","","https://www.sciencedirect.com/science/article/pii/S1439179122000184","","","","","","","","","","","","","The use of plants in cities and the ecosystem services they provide has attracted increased attention both publicly and within the research literature. Increasingly, the value of urban green and blue space is being recognised for its multiple benefits to human wellness and ecological integrity. A quantitative assessment of studies considering nature-based solutions and ecosystem services can identify the current evidence‐base for improving the provisioning of plant ecosystem services management and understanding barriers to adoption of nature-based solutions. Here, we provide a systematic review of the literature to characterise the current state of research on ecosystem service provision by urban blue and green space. We identified 684 relevant studies on urban plant literature and extracted key research themes. Studies were generally focused on terrestrial systems (89%) compared to aquatic systems such as blue space (11%). Geographically most studies were focused on Europe (39%), Asia (23%), and N. America (22%). Trees were the most frequently reported vegetation type studies (29%) followed by generic vegetation (20%), grassland (11%), forest (7%), and aquatic vegetation (5%). Many studies were short (41%), collecting data only over a single year or single field season. Many of the long-term studies are concerning land use/land cover change. Most studies (64%) were conducted for less than five years. The most-reported methodology was remote sensing technology (15%), followed by field surveys (8%), stakeholder surveys (6%), and ecosystem service models (5%). The most-reported ecosystem service types were regulation and maintenance (54%), cultural (28%), and provisioning (16%). Only a small number of studies looked solely at disservice (1%) or discussed ecosystem services in generic terms. Disservices were reported in only 16% of studies with the greatest single category of a disservice being biogenic volatile organic compounds and allergenic potential. Few studies (13%) reported on the use of nature-based solutions and these 80% only focused on a single nature-based solution. There was a lack of detail on plant species, 68% (n = 468) did not list the species studied. We conclude that there is a broad spectrum of research on urban vegetation services, overall, the focus of the literature is uneven. Research should seek to examine the species-specific responses to urbanisation and counter geographic disparities. There is also a need for longitudinal experimental data to identify the functioning and ecosystem service provision of green infrastructure in both urban green and blue space and factors that influence performance over policy- and management-relevant timescales.","","Urban ecology, Vegetation, Nature-based solutions, Ecosystem services, Ecosystem disservices, Systematic review, Green space, Blue space, Biodiversity, Urban vegetation","",""
7,"","BelenSaglam2022","Belen Saglam, Rahime; Nurse, Jason R. C.; Hodges, Duncan","Personal information: Perceptions, types and evolution","Journal of Information Security and Applications",66,,"","103163",2022,"","","https://www.sciencedirect.com/science/article/pii/S2214212622000503","","","","","","","","","","","","","Advances in technology have made us as a society think more about cyber security and privacy, particularly how we consider and protect personal information. Such developments have introduced a temporal dimension to the definition of personal information and we have also witnessed new types of data emerging (e.g., phone sensor data, stress level measurements). These rapid technological changes introduce several challenges as legislation is often inadequate, and therefore questions regularly arise pertaining whether information should be considered personal or sensitive and thereby better protected. In this paper, therefore, we look to significantly advance research into this domain by investigating how personal information is regarded in governmental legislations/regulations, privacy policies of applications, and academic research articles. Through an assessment of how personal information has evolved and is perceived differently (e.g., in the context of sensitivity) across these key stakeholders, this work contributes to the understanding of the fundamental disconnects present and also the social implications of new technologies. Furthermore, we introduce a series of novel taxonomies of personal information which can significantly support and help guide how researchers and practitioners work with, or develop tools to protect, such information.","","Personal information, Information sensitivity, Data protection, Regulations, Taxonomy, Cyber security","",""
7,"","Wagner2022","Wagner, Eduard; Keller, Bernd; Reimann, Peter; Gröger, Christoph; Spath, Dieter","Advanced analytics for evaluating critical joining technologies in automotive body structures and body shops","Procedia CIRP",112,,"","442-447",2022,"","15th CIRP Conference on Intelligent Computation in ManufacturingEngineering, 14-16 July 2021","https://www.sciencedirect.com/science/article/pii/S221282712201188X","","","","","","","","","","","","","The product development process within the automotive industry is subject to changing demands due to internal and external influences. These influences and adjustments especially affect the car body and its inherent joining technology, as critical stages of variant creation. However, current literature does not offer a suitable analytical method to identify and assess these critical influences. We propose an advanced analytics approach that combines data mining and machine learning techniques within the car body substructure. The evaluation within the Mercedes-Benz AG shows that our approach facilitates a quantitative assessment of unknown interdependencies between car body modules and corresponding joining techniques.","","Body shop, biw, substructure, analytics, data mining, kdd, data science, advanced analytics, machine learning","",""
7,"","Kuriakose2021","Kuriakose, Paulose N.; Philip, Sowmia","City profile: Kochi, city region - Planning measures to make Kochi smart and creative","Cities",118,,"","103307",2021,"","","https://www.sciencedirect.com/science/article/pii/S0264275121002079","","","","","","","","","","","","","Kochi is a versatile city. An emerging bustling cosmopolitan and commercial capital of Kerala, it also has a deep history, variety of ethnic communities and an old-world charm. Kochi has a style statement that distinguishes it from the rest of the state, in terms of lifestyle, dressing, diversity, market and opportunities. A travelogue describes Kochi as ‘magical without any trace of trickery’. It is among the 100 Indian cities selected to be transformed into a smart city. The population of the city region is expected to reach 2.27 million by 2031. This drastic increase calls for an urgent examination of several key aspects of the city infrastructure in order to ensure that Kochi is able to live up to the standard of a smart city. It is important to ensure the quality of urban development by studying the city's location at the junction of several ecosystems. Further, this paper looks beyond the smart city vision to making Kochi a creative city as well. Kochi has a unique mixture of ethnicity, culture, architecture and cuisine owing to the influence of traders from around the world as well as various parts of India. Thus, Kochi possesses the potential to push creative, knowledge-based economic activities. Strategies should be developed to encourage education and employment generation such that a creative class of people and occupations can flourish in the city.","","Kochi, Smart city, Creative city, Sustainable development","",""
7,"","Omolara2022","Omolara, Abiodun Esther; Alabdulatif, Abdullah; Abiodun, Oludare Isaac; Alawida, Moatsum; Alabdulatif, Abdulatif; Alshoura, Wafa’ Hamdan; Arshad, Humaira","The internet of things security: A survey encompassing unexplored areas and new insights","Computers & Security",112,,"","102494",2022,"","","https://www.sciencedirect.com/science/article/pii/S0167404821003187","","","","","","","","","","","","","The cosmic evolution of the Internet of things (IoTs) in par with its realization in all spheres of life undertakings, mandates continuous research pursuits in IoT and its associated components. While the rapid evolution of IoTs has facilitated monumental opportunities for humanity, it has also acted as a catalyst precipitating diverse security issues. Cybercrimes have been on the rise as criminals and hackers continue to take advantage of IoT's security loopholes and vulnerabilities. The enormity of the attacks has not only been damaging to the quality of life, but it poses a disservice and an unquantifiable risk to human safety. Thus, a timely and comprehensive review, analysis and investigation of the security of IoTs is crucial. Through a systematic literature review of over 200 articles, we set out the latest findings and trends to provide new insights into the security of IoTs, taking cognizant of its social, economic, technical and legal implications, which will be beneficial to researchers, manufacturers, individuals, organizations, and governments. Although many studies reviewing the state of IoT exist in the literature, no studies shape the area of its security well. Hence, there is currently no study that provides an in-depth survey of the emerging security concerns of IoT from diverse perspectives and in tandem with the current condition of the global world today. Compared to other related reviews on the security of IoTs, this survey encompasses much more technical angles to the security of IoT. It begins with the review of the concept of IoTs, the assessments of its industrial development trends, revolutionary paradigms and updated security of the IoT. Key challenges in the security of blockchain technology, a recent spike in distributed denial of service (DDoS) attacks due to the COVID-19 pandemic are sensitive areas that have remained untouched by previous review works. Additionally, politics and security of electoral votes, forensic issues in the IoT era and much more are some of the new depths missing in the literature of IoT security. Thus, a huge divide in the total adoption and actualization of IoT in diverse areas of human endeavour. This review formalizes the IoT concept, illuminating deep insights into possible solutions to the heterogeneous nature of IoT's security challenges, emerging issues, gaps, opportunities, foresight, and recommendations.","","Security & privacy challenges and solutions of the internet of things, Gaps in IoT research, Forensic in the IoT era, COVID-19 pandemic and IoTs, Future development","",""
7,"","Kitsios2023","Kitsios, Fotis; Kamariotou, Maria","Digital innovation and entrepreneurship transformation through open data hackathons: Design strategies for successful start-up settings","International Journal of Information Management",69,,"","102472",2023,"","","https://www.sciencedirect.com/science/article/pii/S0268401222000032","","","","","","","","","","","","","The organization of open data hackathons or digital innovation competitions is a significant opportunity for nascent entrepreneurs to collaborate with external partners, promote new ideas and extend their applications to a new start-up. Prior studies have not thoroughly compared the execution of different strategies in many hackathons or digital innovation competitions. They only focus on the actions that the organizers of a specific hackathon have implemented or the challenges they have faced. Thus, the purpose of this paper is to examine goals and design strategies that contribute to the successful execution of open data hackathons and innovation competitions. Six case studies of open data hackathons and innovation competitions held between 2014 and 2018 in Thessaloniki have been explored to understand the co-ordination between the multiple stakeholders of these events and improve the execution of open data hackathons and innovation competitions. The outcomes indicate that the most critical design strategy was the involvement of mentors in the event and the level of support provided to nascent entrepreneurs to accelerate their creativity, develop applications and launch their prototypes on the market.","","Entrepreneurship ecosystem, Start-ups, Digital technologies, Open data hackathons, Innovation","",""
7,"","Laird2021","Laird, Angela R.","Large, open datasets for human connectomics research: Considerations for reproducible and responsible data use","NeuroImage",244,,"","118579",2021,"","","https://www.sciencedirect.com/science/article/pii/S1053811921008521","","","","","","","","","","","","","Large, open datasets have emerged as important resources in the field of human connectomics. In this review, the evolution of data sharing involving magnetic resonance imaging is described. A summary of the challenges and progress in conducting reproducible data analyses is provided, including description of recent progress made in the development of community guidelines and recommendations, software and data management tools, and initiatives to enhance training and education. Finally, this review concludes with a discussion of ethical conduct relevant to analyses of large, open datasets and a researcher's responsibility to prevent further stigmatization of historically marginalized racial and ethnic groups. Moving forward, future work should include an enhanced emphasis on the social determinants of health, which may further contextualize findings among diverse population-based samples. Leveraging the progress to date and guided by interdisciplinary collaborations, the future of connectomics promises to be an impressive era of innovative research, yielding a more inclusive understanding of brain structure and function.","","Connectomics, Large open datasets, Neuroimaging data sharing, Reproducible analytics","",""
7,"","Sahu2022","Sahu, Santosh Kumar; Mohapatra, Durga Prasad; Rout, Jitendra Kumar; Sahoo, Kshira Sagar; Pham, Quoc-Viet; Dao, Nhu-Ngoc","A LSTM-FCNN based multi-class intrusion detection using scalable framework","Computers and Electrical Engineering",99,,"","107720",2022,"","","https://www.sciencedirect.com/science/article/pii/S0045790622000362","","","","","","","","","","","","","Machine learning methods are widely used to implement intrusion detection models for detecting and classifying intrusions in a network or a system. However, many challenges arise since hackers continuously change the attacking patterns by discovering new system vulnerabilities. The degree of malicious attempts increases rapidly; as a result, conventional approaches fail to process voluminous data. So, a sophisticated detection approach with scalable solutions is required to tackle the problem. A deep learning model is proposed to address the intrusion classification problem effectively. The LSTM (Long Short-Term Memory) and FCN (Fully Connected Network) deep learning approaches classify the benign and malicious connections on intrusion datasets. The objective is to classify multi-class attack patterns more accurately. The proposed deep learning model provides a better classification result in two-class and five-class problems. It achieves an accuracy of 98.52%, 98.94%, 99.03%, 99.36%, 100%, and 99.64% using KDDCup99, NSLKDD, GureKDD, KDDCorrected, Kyoto, NITRIDS dataset respectively.","","LSTM, FCN, Deep learning, Intrusion detection, Multi-class classification, Scalable framework, Deep Neural Network","",""
7,"","Gacutan2022","Gacutan, Jordan; Lal, Kirti K.; Herath, Shanaka; Lantz, Coulson; Taylor, Matthew D.; Milligan, Ben M.","Using Ocean Accounting towards an integrated assessment of ecosystem services and benefits within a coastal lake","One Ecosystem",7,,"","",2022,"","","https://www.sciencedirect.com/science/article/pii/S2367819422000296","","","","","","","","","","","","","Coasts lie at the interface between terrestrial and marine environments, where complex interrelationships and feedbacks between environmental, social and economic factors provide a challenge for decision-making. The knowledge and data needed to link and measure these multiple domains are often highly fragmented and incoherent. Ocean Accounting provides a means to organise relevant ocean data into a common framework, grounded in existing international statistical standards for national and environmental-economic accounting. Here, we test Ocean Accounting within Lake Illawarra, New South Wales (Australia), compiling accounts for the years between 2010 and 2020, inclusive, to measure the extent of coastal vegetation (mangrove, tidal marsh and seagrass) and associated ecosystem services flows (climate change mitigation, eutrophication mitigation) in physical and monetary terms and associated production and employment within sectors of the ocean economy. The accounts show an increase in mangroves by 2 ha and a decrease in seagrass of 80 ha. A net increase was observed in the amount of carbon, nitrogen and phosphorus sequestered across coastal vegetation, due to the expansion of mangroves. Alongside changes in ecosystem extent, a 2-fold increase in full-time ocean-related employment was observed. Fisheries catch also showed significant variation over the 10-year period, where dependencies were observed between commercial species with seagrass and tidal marsh. The relationships and measures derived from accounts provide a cohesive and integrated understanding to provide information for the management and standardised ecosystem service assessments.","","coastal ecosystems, Ecosystem Accounting, environmental monitoring, environmental managment, SDG14, environmental-economic accounting","",""
